transaction_time,user_id,recipient,transaction_amount,hour,voice_match,device_id,region,receiver_bank,receiver_account,is_new_account_for_user,avg_amount_to_bank,amount_ratio_to_bank_avg,is_nighttime,recent_transaction_gap,is_new_device,ip_address,vpn,payment_method,browser,intent,authentication,app_version,rooting,isFraud
2025-04-19 13:50:00,user_290,수진,743149,16,True,2f46fe835458421390e2f1869c4873c4,35.102521,토스뱅크,3972446061559,False,159139,1.26,0,10.6,False,192.168.240.36,False,P03,,T03,A05,1.3.7,False,0
2025-04-21 03:27:00,user_147,민지,500175,6,True,eb1ab393c21446e48aa7f83d8304e179,37.790304,신한은행,7099344343110,False,200196,0.79,0,7.0,False,192.168.163.183,True,P01,,T03,A06,2.0.9,False,0
2025-04-15 05:21:00,user_021,영희,786057,11,True,3ed1394f3ec84837be382361f5ae5ffe,36.367731,우리은행,2759294890160,False,118046,0.87,0,12.3,False,192.168.49.212,False,P01,,T02,A04,1.9.0,False,0
2025-04-16 20:38:00,user_278,철수,518634,21,True,d35db6897326480aa034ce8b7a0e7b29,36.279143,우리은행,4393814012495,False,102308,1.36,0,3.7,True,192.168.43.32,False,P01,,T01,A02,2.4.8,False,0
2025-04-18 05:05:00,user_125,수진,753344,13,True,659ebf76cf5b407d8dca3bda75efde2c,35.279776,토스뱅크,4245164755038,False,190788,1.2,0,15.1,True,192.168.109.109,False,P02,,T04,A06,2.6.9,False,0
2025-04-18 10:29:00,user_149,민지,296051,18,False,f63428e283354d51a49a61ddd843869e,35.751127,하나은행,2781718522287,False,205265,0.84,0,18.1,False,192.168.185.7,False,P01,,T04,A01,2.3.9,False,0
2025-04-20 18:48:00,user_228,수진,28885,17,True,152caa20c21a42129a78c2c6750f24cd,35.150382,하나은행,8604975043505,False,295405,1.29,0,5.2,True,192.168.95.91,True,P01,,T03,A01,1.1.2,True,0
2025-04-17 07:37:00,user_037,철수,340765,13,True,8c5c91b59d3344d3af4703b10884602a,37.418088,국민은행,5037834063252,False,245707,0.77,0,98.8,False,192.168.185.134,False,P02,,T05,A05,2.1.4,False,0
2025-04-18 21:09:00,user_189,수진,410241,22,True,9c9ce845c01541b48411ab4439971565,35.203277,우리은행,1478176520477,False,277232,0.97,0,18.3,False,192.168.117.190,False,P01,,T05,A02,1.2.9,False,0
2025-04-15 04:11:00,user_251,민지,300132,9,True,80a56dee2b3542899eda5fb04bd5620b,35.839162,토스뱅크,7196662664460,True,219373,1.13,0,9.9,False,192.168.247.140,False,P01,,T05,A03,1.6.9,False,0
2025-04-17 18:13:00,user_073,철수,763644,9,True,a289611d5af341c9bc2a25c20a1608ca,35.938502,신한은행,2417252170607,False,150525,1.05,0,29.9,False,192.168.69.21,False,P01,,T03,A01,1.7.4,False,0
2025-04-19 14:30:00,user_030,철수,908836,9,False,98c1db14217742beacb345479851b277,37.860316,토스뱅크,5048783277488,False,184139,0.78,0,10.1,False,192.168.91.86,True,P03,,T01,A03,1.9.7,True,0
2025-04-18 20:27:00,user_147,수진,225237,18,True,1e19b66abe894cea8a9a5deb9b7f70bc,37.455818,우리은행,3337476691425,False,194615,1.12,0,99.0,True,192.168.155.181,False,P02,,T03,A06,1.1.3,False,0
2025-04-15 00:35:00,user_035,영희,351998,6,False,69d858ab9fbb4512859b770c199c7567,35.83586,토스뱅크,3990830317894,False,150410,0.64,0,33.6,False,192.168.116.68,False,P03,,T03,A01,2.4.2,False,0
2025-04-20 19:22:00,user_262,민지,604756,17,True,c97c701a41cd4f69b0e66caf3de928c9,37.538714,국민은행,6508198868840,False,256041,1.29,0,16.5,True,192.168.82.215,False,P01,,T05,A02,2.9.2,False,0
2025-04-16 01:13:00,user_013,철수,253572,10,True,66e493d645aa4332a278d13c5a5fddfb,37.459093,국민은행,6208555565848,False,104276,1.17,0,1.7,False,192.168.177.122,False,P03,,T02,A02,2.3.8,False,0
2025-04-21 11:17:00,user_017,영희,899534,7,True,54389785d0604b31a7781c1c8199b3d6,36.593538,신한은행,2525306781652,False,204592,0.67,0,22.1,False,192.168.10.19,False,P01,,T03,A05,1.7.3,False,0
2025-04-15 00:39:00,user_039,영희,735694,21,False,30d6ccfd95d544eca653f8ad6a4f9afc,37.153723,토스뱅크,4647120566397,False,288723,1.14,0,48.1,False,192.168.233.46,False,P03,,T04,A04,1.7.5,False,0
2025-04-18 08:19:00,user_019,수진,154084,19,True,c01f7127785d424196059d40aa47a29f,36.613113,국민은행,8439676867512,False,186256,1.02,0,20.5,False,192.168.116.83,False,P01,,T04,A04,1.3.1,False,0
2025-04-17 09:45:00,user_165,수진,743077,18,True,61dda1e2a7204f2a95be31d6456299ae,37.090329,우리은행,7104945741016,False,183941,0.8,0,16.3,False,192.168.192.155,False,P03,,T03,A03,2.9.1,False,0
2025-04-16 05:20:00,user_260,민지,118847,9,False,6cb1da42da5148f69ab48922e4991078,36.842375,신한은행,7268787892421,False,229112,1.3,0,2.3,False,192.168.206.34,False,P03,,T01,A05,1.6.5,False,0
2025-04-16 14:24:00,user_204,철수,664851,8,True,1a6b0250c3f046f9b650ca03d35beb89,35.036673,토스뱅크,4734491393734,False,224843,1.4,0,20.5,True,192.168.0.143,False,P02,,T04,A06,2.2.6,False,0
2025-04-17 14:03:00,user_123,철수,80918,6,True,a64270b0716c41608c6a87422fd5bcc4,35.03152,우리은행,2639768475331,False,163916,1.02,0,3.6,False,192.168.99.38,False,P03,,T05,A02,1.3.3,False,0
2025-04-20 18:04:00,user_184,영희,231996,15,True,f615ca13fbeb4e51a09e307e82cd3360,37.292376,신한은행,8128939408596,False,155633,1.27,0,33.2,False,192.168.121.44,False,P01,,T01,A02,1.4.3,False,0
2025-04-18 11:13:00,user_193,철수,408972,20,False,d309886e7cdc402bb69cd5d3ada3b52f,36.132653,우리은행,8927328176552,True,121380,1.06,0,25.7,False,192.168.209.37,False,P02,,T03,A05,1.1.0,False,0
2025-04-20 15:27:00,user_027,영희,937543,11,True,507b108ddf664ba3b1859dc5ada4d210,35.262641,우리은행,1092919459830,False,211863,1.09,0,49.5,True,192.168.70.75,False,P03,,T03,A02,1.2.4,False,0
2025-04-17 02:32:00,user_032,영희,905510,10,True,8b00a40dedb04bc589bfba4d282edb69,37.793963,신한은행,2654772858598,False,213171,0.86,0,1.2,True,192.168.208.15,False,P02,,T02,A04,2.7.5,False,0
2025-04-20 12:18:00,user_138,철수,998925,10,True,d9cdef15126c4278b4b0bf6ade4f4cfd,37.986611,신한은행,1200606850982,False,268245,0.68,0,33.5,False,192.168.89.1,False,P02,,T04,A02,2.5.8,False,0
2025-04-17 02:39:00,user_039,영희,586102,6,True,af564d02156b4a9fa0a5bb6bfe921880,37.459465,국민은행,5286923781326,False,259329,0.81,0,0.3,True,192.168.225.130,False,P01,,T03,A03,1.0.4,False,0
2025-04-21 16:55:00,user_055,영희,347202,7,True,a72c09bf807848e7a116cfcac712a136,36.000006,하나은행,5292445257175,False,132666,1.1,0,50.9,False,192.168.141.116,False,P01,,T01,A03,1.3.2,False,0
2025-04-16 18:25:00,user_145,민지,932727,6,True,688ba6d49b5843539a1302ea00094f31,36.786711,신한은행,5080848712280,False,137196,1.18,0,5.8,False,192.168.63.248,False,P03,,T01,A04,2.1.3,False,0
2025-04-16 19:12:00,user_192,철수,671624,20,True,f6ba572f67ba4d708e683b030bf48223,36.65062,우리은행,2267198114199,False,268017,1.07,0,0.7,False,192.168.141.65,False,P01,,T05,A01,2.3.8,False,0
2025-04-15 19:48:00,user_288,철수,409995,12,True,3814eebf7320432d85ba97772d8672b6,35.623883,국민은행,5726692947390,False,178642,1.04,0,8.1,False,192.168.155.208,False,P01,,T02,A01,2.2.5,False,0
2025-04-20 12:46:00,user_166,수진,163165,22,True,b22c39bc7c1344c49b91900cc2552d11,35.244295,국민은행,8916313548413,False,164265,1.03,0,15.6,False,192.168.137.254,False,P03,,T03,A05,1.6.4,False,0
2025-04-19 05:17:00,user_077,민지,34750,9,True,e54234d85beb43faad5e49c6fa045747,36.647915,하나은행,8571648361954,False,283693,1.19,0,30.1,True,192.168.145.163,False,P02,,T02,A01,2.6.4,False,0
2025-04-15 01:47:00,user_107,민지,280403,19,True,706c81a596b94e17b300a146516ab699,36.645398,신한은행,8445522997270,False,194594,0.72,0,5.5,True,192.168.190.200,False,P02,,T02,A03,2.4.1,False,0
2025-04-15 21:55:00,user_115,철수,453934,15,True,80ebd1a9815d48c491659d54e35f26dd,35.149976,신한은행,3411181817503,False,259386,1.02,0,9.4,False,192.168.183.66,False,P02,,T01,A03,2.5.6,False,0
2025-04-20 16:27:00,user_087,철수,630627,12,True,101b7c0e2f8048a1878e550d6e5d6183,37.374231,신한은행,1599110638130,False,147098,0.83,0,17.2,False,192.168.245.38,False,P03,,T05,A05,1.3.5,False,0
2025-04-16 21:53:00,user_053,민지,850993,22,True,29aa8a870ed644039f4791810e69a4a8,37.956386,토스뱅크,3532354386340,False,272232,0.81,0,0.7,True,192.168.66.132,False,P03,,T01,A02,2.5.2,False,0
2025-04-21 18:33:00,user_153,철수,155944,7,True,eaeb19f31eec41f49532aa4f0d693f96,35.711195,토스뱅크,9636713321906,False,238010,0.89,0,31.5,False,192.168.141.102,False,P01,,T01,A03,2.8.6,False,0
2025-04-19 07:51:00,user_231,철수,829521,18,True,923ef6a185094671aa8fd1197aaf0107,37.19532,우리은행,4980302505841,False,191318,0.81,0,24.2,False,192.168.13.149,False,P01,,T05,A03,2.4.9,True,0
2025-04-16 23:56:00,user_176,수진,90841,15,True,9d846fcd9f024617aad458b7ab1155d4,36.665907,국민은행,2035540905469,False,115933,1.3,0,22.0,False,192.168.53.238,True,P02,,T05,A03,2.3.4,False,0
2025-04-18 16:43:00,user_223,영희,430390,19,True,4735a54e857d4442942e6db7263314c4,35.200804,국민은행,1853699046716,False,232374,1.03,0,17.5,False,192.168.121.190,False,P03,,T04,A02,2.2.2,False,0
2025-04-15 13:19:00,user_199,영희,173469,10,True,b5d6348ea90d480fa1b0b5bf5c80ae72,37.647733,우리은행,1211991994097,False,243231,0.67,0,7.8,False,192.168.83.149,False,P03,,T01,A04,2.2.5,False,0
2025-04-17 11:30:00,user_270,수진,331608,14,True,7eb6dd9859c4416297d5ccbb71cca485,36.889913,신한은행,2204272898188,False,144290,1.1,0,18.3,False,192.168.254.138,False,P01,,T02,A01,2.7.5,False,0
2025-04-17 00:14:00,user_194,민지,856144,14,True,312ff0526a73417ba24fdd90d2318a10,35.794993,우리은행,8501909986772,False,257242,1.06,0,4.8,False,192.168.25.255,False,P03,,T03,A05,1.7.9,False,0
2025-04-17 00:47:00,user_227,영희,378356,21,True,fb5dcdd5e26c4a00957d8b5e0a0947b5,37.4928,토스뱅크,8148229322449,False,234057,1.13,0,120.1,False,192.168.46.132,False,P01,,T02,A02,1.0.9,False,0
2025-04-20 16:18:00,user_078,민지,811722,16,True,750fe9d2d5c34a5186da2d7a87a77ed8,35.791111,국민은행,8132075244500,False,222672,1.09,0,3.2,False,192.168.80.111,False,P03,,T03,A01,2.7.8,False,0
2025-04-15 16:11:00,user_071,수진,465899,22,True,c284101759394d9da92d8d00d987b9e7,37.413187,하나은행,5637761799738,False,127299,1.16,0,30.0,False,192.168.125.49,True,P03,,T03,A02,2.3.6,False,0
2025-04-19 15:27:00,user_087,수진,218006,12,True,fea273e953a4417a986933bb17b73080,35.617109,토스뱅크,1932342009264,False,161395,1.13,0,9.1,False,192.168.144.140,False,P01,,T03,A06,2.8.2,False,0
2025-04-20 22:55:00,user_175,영희,332104,7,True,03f0c763749f4f44896ff38328d21132,36.493861,우리은행,7751353033803,False,181616,1.03,0,20.4,True,192.168.184.198,False,P02,,T03,A01,2.3.9,False,0
2025-04-16 09:40:00,user_220,수진,103987,16,True,f3fc9814774b4083aa3923dfaf2c1742,36.438039,토스뱅크,6104602229897,False,226813,1.2,0,15.9,False,192.168.209.34,False,P03,,T02,A04,1.0.4,False,0
2025-04-21 06:54:00,user_054,민지,61851,21,True,d5ee696dedc8454db3eb9aff6c8cb4c1,36.378023,우리은행,7397103691938,False,114157,0.87,0,20.1,False,192.168.103.52,False,P01,,T05,A02,2.1.0,False,0
2025-04-15 15:52:00,user_052,철수,864191,6,True,62630971eb5744a5860f06fe75166374,37.119128,국민은행,2152897583434,False,118145,0.9,0,16.4,False,192.168.11.125,False,P03,,T03,A01,2.9.7,False,0
2025-04-18 17:19:00,user_259,영희,905352,17,True,ea36573a229f413b8c3293ebbc7f5c0c,36.636233,하나은행,3149556807490,False,113762,0.65,0,11.5,False,192.168.82.126,False,P03,,T03,A03,2.6.6,False,0
2025-04-17 16:17:00,user_257,영희,208835,19,True,e74f91951c7d4e8f801d819dc5b644fc,35.082669,국민은행,5814874480085,False,260760,0.7,0,15.6,True,192.168.37.49,False,P01,,T02,A04,2.0.0,False,0
2025-04-19 01:41:00,user_161,민지,383173,19,True,427b3d3a29e543fd9d76d798c8f161b1,35.712413,국민은행,4165553433387,False,125325,1.27,0,0.9,False,192.168.1.19,False,P02,,T01,A02,2.2.9,False,0
2025-04-17 04:25:00,user_145,민지,66509,8,True,3a807a488e8b4af39d6189faa7cebd33,37.02814,우리은행,9334014576761,False,212022,0.64,0,16.6,False,192.168.229.57,False,P02,,T03,A04,2.7.1,False,0
2025-04-17 07:05:00,user_005,수진,250668,16,True,e69b069ec00b42dc9b80329e2b42da1d,37.089001,신한은행,4415158473426,False,234843,1.17,0,14.7,False,192.168.63.22,False,P03,,T02,A03,2.5.5,False,0
2025-04-17 02:06:00,user_006,수진,23313,9,True,f11349030c9b4987921e6609f05d6f3a,36.807007,국민은행,3227042931663,False,249588,1.2,0,24.2,False,192.168.14.185,False,P01,,T03,A02,2.9.3,False,0
2025-04-21 06:01:00,user_001,수진,957853,19,True,7dc28cd1bfd04acdae32a2f285c58f74,36.278833,하나은행,8491799119586,False,178732,0.61,0,50.1,True,192.168.252.119,False,P02,,T01,A06,1.5.9,False,0
2025-04-20 09:30:00,user_270,영희,93055,12,True,17a41c70129749daa0a284640d75648d,36.190809,신한은행,2364947680878,False,199275,0.66,0,9.1,False,192.168.212.54,False,P01,,T02,A03,1.9.4,False,0
2025-04-20 03:58:00,user_238,영희,421159,14,True,4a1d6838cd5a4ebb922d0c8062a4d455,37.476677,국민은행,9526738084379,False,176023,0.78,0,13.7,False,192.168.201.14,False,P02,,T03,A01,2.3.9,False,0
2025-04-20 12:22:00,user_142,민지,109463,14,True,911e029ea4254b8f988a5b3774c3a7e7,37.650077,하나은행,6426299116693,False,206906,0.78,0,0.4,False,192.168.230.4,False,P01,,T03,A05,1.6.8,False,0
2025-04-21 09:58:00,user_238,민지,419050,22,True,1c2b6d97d40b443e93d76d67eb379808,37.045627,국민은행,4121029105939,False,104264,0.81,0,8.8,False,192.168.156.142,False,P03,,T02,A04,2.7.2,False,0
2025-04-15 17:36:00,user_156,영희,622062,20,True,7be7323c6cb54c0d97b8fc30f2d64647,36.172368,신한은행,5527185195705,False,131629,1.22,0,41.2,False,192.168.215.0,False,P03,,T02,A02,2.1.4,False,0
2025-04-17 04:34:00,user_154,수진,776765,11,True,2b95e206a24c45d093b19a7b7674a807,37.797309,하나은행,9923847753333,False,157457,0.93,0,39.7,False,192.168.152.0,False,P03,,T01,A01,1.2.4,False,0
2025-04-17 15:07:00,user_187,철수,505399,16,True,d3d2fa010fc94cd8ad236741a986598a,36.356963,국민은행,4611716822534,False,280097,1.23,0,1.2,False,192.168.66.164,False,P01,,T05,A01,1.7.4,False,0
2025-04-21 09:09:00,user_189,철수,396752,16,True,2cfe35ffd65e4fbb82e3e4c42a1e876f,35.835527,신한은행,3992420168657,False,105673,1.08,0,45.4,False,192.168.83.162,False,P02,,T02,A02,2.6.8,False,0
2025-04-20 10:25:00,user_025,철수,966595,12,False,daf30499260f4c7aae589b5756de0cf4,37.038232,토스뱅크,8001580753551,False,119157,1.23,0,23.4,False,192.168.173.4,False,P02,,T03,A02,2.7.5,False,0
2025-04-20 05:39:00,user_039,철수,943777,22,True,bea33248c12446e0a32314f12d0a4162,36.612009,우리은행,5539021487196,False,161004,1.11,0,102.6,False,192.168.122.156,False,P02,,T05,A06,2.8.8,False,0
2025-04-20 00:31:00,user_031,민지,875641,22,True,33f73bd9e66d485f94bd20934982331f,36.769762,토스뱅크,6647972241354,False,268653,1.0,0,2.8,False,192.168.54.92,False,P01,,T02,A06,2.1.5,False,0
2025-04-15 12:44:00,user_164,수진,500256,14,True,305cd428706946e288802618a16471e9,35.597098,하나은행,2360122051382,True,207562,0.75,0,9.1,False,192.168.44.213,False,P02,,T03,A02,2.0.3,False,0
2025-04-18 11:39:00,user_219,영희,563745,12,True,5f84f4cce5aa45328075f86bd13caee5,36.600261,토스뱅크,1477503764463,True,115872,1.28,0,2.6,False,192.168.73.253,False,P02,,T02,A03,1.4.6,False,0
2025-04-18 09:43:00,user_103,철수,793118,14,True,5114cd75e183495e919561dbdec907d1,35.852235,하나은행,2743449694885,True,219627,0.8,0,35.4,True,192.168.50.209,False,P02,,T03,A01,1.7.5,False,0
2025-04-20 14:53:00,user_293,민지,531571,19,True,ab0a8603deeb423abaee79e4807d1e19,37.504797,국민은행,3388408176758,False,216749,1.17,0,0.4,False,192.168.77.241,False,P03,,T01,A05,2.7.6,False,0
2025-04-19 18:03:00,user_243,영희,28091,14,True,72995e630e1c4a0b82ebe4d5ea4abdac,36.176683,토스뱅크,6317438218896,False,102299,1.21,0,41.1,False,192.168.117.9,True,P01,,T04,A04,2.3.8,False,0
2025-04-16 12:05:00,user_065,영희,675698,10,True,b6f9d17e11214deca7229ec356422a05,36.210679,하나은행,4857898817180,False,279487,1.08,0,2.4,False,192.168.72.89,False,P01,,T02,A06,1.3.6,True,0
2025-04-16 07:02:00,user_062,민지,877662,11,False,b5f064d997604127803ba4a47b900ecb,37.032861,우리은행,6631143602481,False,213518,1.07,0,8.3,False,192.168.97.157,False,P03,,T04,A02,2.0.1,False,0
2025-04-20 10:50:00,user_050,수진,439589,12,True,63269f6b74f14a2bb31bacd538b0f8bb,35.807107,우리은행,3589767320465,False,179531,1.33,0,32.9,False,192.168.247.238,False,P03,,T02,A03,2.6.3,False,0
2025-04-21 08:03:00,user_123,영희,599684,8,True,c3bc04535c3f416eb69d060a5d945245,36.689903,신한은행,2046091205089,False,241400,0.65,0,28.1,False,192.168.229.186,False,P03,,T01,A02,2.1.0,False,0
2025-04-16 15:00:00,user_240,철수,866134,21,True,7edead87e84243ab9dd9ab4779f7b4a0,37.52831,하나은행,8442195002758,True,254428,1.09,0,9.1,False,192.168.190.170,False,P02,,T05,A02,2.1.6,False,0
2025-04-18 20:07:00,user_127,민지,935432,12,True,8156f4d0cf4c499fba0c8062aaa5cf32,37.864119,우리은행,2123863727162,False,267889,1.12,0,30.6,False,192.168.132.74,False,P03,,T02,A02,2.9.7,False,0
2025-04-19 16:23:00,user_143,수진,429435,7,False,5f7e6fc15e68461d83ae2fee56213b11,37.580346,토스뱅크,3124589470898,False,246419,0.9,0,16.2,False,192.168.230.195,False,P03,,T04,A01,1.7.9,False,0
2025-04-17 18:43:00,user_103,영희,662333,12,True,ebe9b9ed06f04e7f98cef9abccca3ef2,36.056916,토스뱅크,7397885550580,False,285775,1.11,0,3.1,True,192.168.14.138,False,P02,,T01,A04,2.0.4,False,0
2025-04-15 18:43:00,user_223,민지,479955,20,True,9d351d3a84754fdca793c45688fd3318,37.960908,하나은행,6341506156948,False,191602,1.07,0,41.3,True,192.168.164.162,False,P02,,T02,A06,2.7.1,False,0
2025-04-21 01:09:00,user_009,민지,851832,12,True,c74f0075354542d495959d037a482a55,36.999509,신한은행,6946739819490,False,169205,1.09,0,70.5,True,192.168.23.148,False,P03,,T01,A01,1.7.1,False,0
2025-04-17 19:29:00,user_149,영희,918865,16,True,9069d3b257fa4b738e1e72fad46f94c7,35.963256,신한은행,5719569816948,False,108083,0.97,0,7.0,False,192.168.185.186,False,P03,,T02,A05,2.7.0,False,0
2025-04-20 07:20:00,user_140,민지,310935,9,False,6e9b98c9f7304853a15d02a11602aa8a,36.525595,토스뱅크,2939495192201,True,258669,1.23,0,19.6,False,192.168.45.104,False,P01,,T05,A03,2.5.0,False,0
2025-04-15 12:45:00,user_165,철수,750497,15,True,f963a51db9244002b4511e96834fa7e7,35.407097,국민은행,2441367288292,False,260407,0.89,0,25.3,False,192.168.25.137,False,P01,,T04,A05,1.9.1,False,0
2025-04-16 15:04:00,user_244,민지,32604,19,True,7dcc8ad0075648c48b9b79a201f0a449,37.225336,신한은행,5470912079343,False,131441,1.09,0,13.4,True,192.168.226.92,True,P03,,T04,A03,2.8.4,False,0
2025-04-17 19:51:00,user_171,영희,178176,6,True,b2e5679eb32843469b5d89adf6b415a9,37.981241,토스뱅크,3348228385304,False,167593,1.28,0,37.7,False,192.168.140.134,True,P02,,T05,A02,2.7.5,False,0
2025-04-20 00:16:00,user_016,철수,271084,20,True,f7ef8d90d39a43ca999ddc6771351497,36.527112,하나은행,8676565099965,False,122979,1.16,0,33.0,True,192.168.174.128,False,P01,,T01,A04,1.1.6,False,0
2025-04-17 22:16:00,user_016,철수,352458,20,True,bf4c91c87eea48179f111ba0ad3a0efb,36.934585,하나은행,6322589341082,False,268953,1.34,0,50.9,False,192.168.158.73,False,P01,,T03,A06,2.1.8,False,0
